session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected,session_duration_log,ip_reputation_score_log,network_packet_size_is64,fail_ratio
SID_02176,917,TCP,6,166.2535676678322,DES,0.0476316944807609,0,Firefox,0,0,5.1195110301281055,0.04653208756638948,False,0.0
SID_02178,536,TCP,4,92.0060059823046,AES,0.291163975577552,3,Chrome,1,1,4.532664071522916,0.25554411818890876,False,0.75
SID_02179,904,TCP,1,1910.0297612081968,DES,0.2555152643844437,0,Chrome,0,0,7.555397517749668,0.22754605755389545,False,0.0
SID_02180,501,UDP,5,296.94743216441424,AES,0.5213209579206688,3,Edge,0,1,5.69691706881188,0.41957900871537473,False,0.6
SID_02181,461,UDP,3,398.3589458447329,AES,0.0857660537097761,0,Chrome,0,0,5.989860626125978,0.08228577814874502,False,0.0
SID_02182,428,TCP,5,531.9601716472733,AES,0.077162443225862,1,Edge,0,0,6.2784466965094,0.07433021616542089,False,0.2
SID_02183,463,UDP,6,1092.9709807935344,DES,0.77569914223851,0,Chrome,1,1,6.997569456847236,0.5741942283271262,False,0.0
SID_02184,774,TCP,4,1281.058636480012,AES,0.4650992037861331,0,Firefox,0,0,7.156222374718593,0.3819229560713843,False,0.0
SID_02185,64,TCP,7,2653.401377832736,No encryption,0.3811213851242266,0,Edge,0,1,7.883974438511067,0.322895767106281,True,0.0
SID_02187,215,UDP,5,286.55937372876235,DES,0.53409691088112,0,Edge,0,0,5.661429356233073,0.42794187623063346,False,0.0
SID_02188,446,UDP,4,300.291044241073,AES,0.0736032211894924,2,Edge,1,0,5.708076721967557,0.0710204875935702,False,0.5
SID_02189,414,UDP,3,471.4028545890607,AES,0.6601006370081332,2,Firefox,0,1,6.157832127042166,0.5068782252345434,False,0.6666666666666666
SID_02190,617,TCP,4,1317.7298983483074,No encryption,0.5244374858134899,2,Firefox,0,0,7.184424354149572,0.42162548025149577,False,0.5
SID_02191,180,TCP,6,218.9771397948693,AES,0.7080390197139885,2,Unknown,0,1,5.393523630930019,0.5353459403712303,False,0.3333333333333333
SID_02192,592,UDP,5,1221.9979741305235,AES,0.211257208882935,1,Edge,0,0,7.109060479210349,0.1916588358112665,False,0.2
SID_02193,904,TCP,4,182.56509499713488,AES,0.4712685423164634,0,Chrome,0,0,5.212569345717667,0.3861249826167294,False,0.0
SID_02194,227,TCP,1,990.7068083336936,AES,0.2430376529396949,0,Chrome,1,0,6.8994275074843285,0.21755810405666354,False,0.0
SID_02195,537,TCP,4,1283.565549888743,AES,0.2360276830087374,3,Chrome,0,1,7.158175846691042,0.21190275604094427,False,0.75
SID_02196,367,TCP,4,1538.134820728532,No encryption,0.1982653750685694,2,Chrome,0,0,7.338975732814538,0.1808749902446926,False,0.5
SID_02197,585,TCP,5,571.1462362951147,AES,0.1571540834888513,1,Edge,1,0,6.3493946165634885,0.14596361435650657,False,0.2
SID_02198,503,TCP,5,318.84917847006125,No encryption,0.5416424970337964,2,Chrome,0,0,5.767849567407812,0.43284840457368434,False,0.4
SID_02199,371,TCP,6,1184.07704444492,AES,0.4435236494153115,1,Chrome,0,0,7.077563067864972,0.36708710337099815,False,0.16666666666666666
SID_02201,860,TCP,8,128.21836398220557,DES,0.5338006669443414,2,Chrome,0,1,4.861503717333307,0.4277487511798882,False,0.25
SID_02202,461,TCP,5,1439.9290379620654,AES,0.1108692738368636,0,Chrome,0,0,7.273043349791851,0.10514283842103278,False,0.0
SID_02203,643,TCP,5,423.7905822698592,DES,0.2069231643109438,1,Firefox,0,0,6.051596299884093,0.18807428168890022,False,0.2
SID_02204,241,TCP,3,676.7287552513835,AES,0.2479970220806741,1,Edge,0,0,6.518747141891733,0.22153988379108303,False,0.3333333333333333
SID_02205,308,TCP,3,2005.1727576689143,No encryption,0.2946716803398386,0,Firefox,0,1,7.603984085286764,0.2582571343125631,False,0.0
SID_02206,594,TCP,4,116.7577166307502,No encryption,0.0907546638903222,3,Chrome,0,1,4.768629264768377,0.08686980886879822,False,0.75
SID_02207,796,UDP,3,651.6805690012304,AES,0.6531038594979962,1,Chrome,0,1,6.481087835014533,0.5026546477773864,False,0.3333333333333333
SID_02208,571,UDP,2,654.5413921378301,AES,0.3090505143497844,1,Chrome,0,0,6.485461447110716,0.2693020762135798,False,0.5
SID_02209,437,TCP,3,1583.771411765433,DES,0.742988378263018,2,Firefox,0,1,7.368195456204368,0.5556010988524409,False,0.6666666666666666
SID_02210,499,TCP,6,333.9398395559884,DES,0.375509636912317,2,Edge,0,1,5.813950932283074,0.3188243074737742,False,0.3333333333333333
SID_02211,249,UDP,4,410.2809252237422,AES,0.0446259087211038,1,Chrome,0,1,6.019276497364788,0.043658839240823526,False,0.25
SID_02212,620,TCP,5,585.998143017639,AES,0.1090915656267847,0,Chrome,0,0,6.375021656309701,0.10354127089924149,False,0.0
SID_02213,676,TCP,8,146.3693922891712,No encryption,0.2322894830703686,0,Chrome,0,1,4.992942307508799,0.20887380753484516,False,0.0
SID_02215,405,TCP,8,458.2768505857792,AES,0.4909576977127087,1,Chrome,0,1,6.129653188550074,0.3994186636247223,False,0.125
SID_02216,553,TCP,6,175.9135498530667,AES,0.3968497236645248,1,Safari,0,0,5.175661194349234,0.33421950374030523,False,0.16666666666666666
SID_02217,412,ICMP,7,1431.9170550059837,AES,0.3975070192035742,4,Unknown,1,1,7.267467544091519,0.33468994872042424,False,0.5714285714285714
SID_02218,486,UDP,3,451.14734544177065,DES,0.2395349742518932,1,Firefox,0,1,6.114008112201148,0.21473628851447032,False,0.3333333333333333
SID_02220,450,TCP,7,111.75385351327232,DES,0.170420622349946,5,Chrome,0,1,4.7252071553000565,0.1573631904847704,False,0.7142857142857143
SID_02221,428,TCP,3,75.2268550610383,DES,0.580267192283523,0,Edge,1,0,4.333713829226771,0.45759394178175794,False,0.0
SID_02222,370,TCP,3,2579.6514467246284,No encryption,0.1609756979647566,2,Firefox,0,0,7.8557971447737,0.1492607705111103,False,0.6666666666666666
SID_02223,648,TCP,2,4263.588562509983,AES,0.0887948308643384,2,Chrome,1,1,8.35810098692774,0.08507142479089073,False,1.0
SID_02224,463,TCP,4,1825.640961436202,AES,0.5076018135765143,3,Chrome,0,1,7.510234018968478,0.4105201853661521,False,0.75
SID_02225,370,TCP,3,490.92396850902446,AES,0.5206392839541938,1,Chrome,0,0,6.198324168999696,0.419130827987368,False,0.3333333333333333
SID_02226,764,TCP,2,1319.8570017589625,No encryption,0.1917203735148299,0,Chrome,0,0,7.186036048669656,0.175397955146072,False,0.0
SID_02227,783,TCP,6,1437.975143011365,DES,0.4478552982258182,0,Firefox,0,0,7.271686432944821,0.37008335680548304,False,0.0
SID_02228,379,ICMP,4,285.1219398781547,AES,0.5203560623376134,1,Edge,0,1,5.656418083163217,0.4189445589634811,False,0.25
SID_02229,126,TCP,2,705.5675816871113,AES,0.3226632457384373,0,Firefox,1,0,6.560418854573253,0.2796473143639018,False,0.0
SID_02230,701,ICMP,2,2513.939648672193,No encryption,0.2289560251363578,1,Chrome,1,1,7.830004085694106,0.20616504893182816,False,0.5
SID_02231,363,TCP,7,262.87859067963853,AES,0.3534791400588454,3,Firefox,0,1,5.575489113578087,0.3026784181018447,False,0.42857142857142855
SID_02232,658,TCP,3,869.8681895264899,AES,0.4483620007549447,1,Chrome,0,0,6.769490633054443,0.37043326323997233,False,0.3333333333333333
SID_02233,105,TCP,7,869.0493027063095,DES,0.5415876831351433,2,Chrome,1,1,6.768549879820325,0.4328128484228582,False,0.2857142857142857
SID_02235,257,TCP,3,539.1916603735372,AES,0.0617950315856547,1,Chrome,1,0,6.2919240032044295,0.05996090191901672,False,0.3333333333333333
SID_02236,646,UDP,1,487.60754163393625,DES,0.5021149385647122,1,Firefox,0,0,6.191559593894728,0.4068740740923929,False,1.0
SID_02237,502,ICMP,6,588.9722282502024,AES,0.3145572868966895,3,Edge,1,1,6.380075465029533,0.27349994498880514,False,0.5
SID_02238,309,TCP,2,128.8656601623769,DES,0.4291797516451361,2,Unknown,0,0,4.866500532780531,0.3571006794521018,False,1.0
SID_02239,418,TCP,2,1266.809968062989,DES,0.2620414287147299,0,Firefox,0,0,7.145046256307711,0.2327305914048673,False,0.0
SID_02240,637,TCP,5,865.5814142219573,No encryption,0.2428272745997713,0,Chrome,0,1,6.764556062297561,0.21738884438523476,False,0.0
SID_02241,521,TCP,4,2914.277084317282,AES,0.4039593300158097,2,Chrome,0,0,7.977720148921485,0.33929633795885444,False,0.5
SID_02242,616,TCP,5,225.51183909471965,DES,0.2244034854057089,1,Firefox,0,0,5.422797213290935,0.2024537747084834,False,0.2
SID_02243,895,TCP,4,126.22951983140833,DES,0.1531582781312958,1,Chrome,0,0,4.845992698127275,0.14250450691439015,False,0.25
SID_02244,187,TCP,7,335.5141982079205,No encryption,0.3070069877020643,2,Chrome,0,1,5.818640341977474,0.2677397809950956,False,0.2857142857142857
SID_02245,823,TCP,2,570.2578227290419,DES,0.3502804076482736,1,Chrome,0,0,6.347840636169868,0.30031228025082524,False,0.5
SID_02246,520,TCP,4,183.5401460451089,AES,0.1892196599118834,2,Chrome,0,1,5.217867033550926,0.17329734405349062,False,0.5
SID_02248,233,TCP,6,823.1493950846897,No encryption,0.4296677203898475,1,Chrome,0,0,6.714351818190187,0.3574420539075238,False,0.16666666666666666
SID_02249,462,ICMP,10,46.24846880202679,No encryption,0.2788053789767939,2,Chrome,0,1,3.855420247108345,0.24592634446370043,False,0.2
SID_02250,684,TCP,2,1135.1527696236728,AES,0.044929793427608,1,Chrome,0,0,7.03540307054196,0.04394969983701064,False,0.5
SID_02251,474,UDP,3,2246.8882147375725,AES,0.5353583100700683,0,Chrome,0,0,7.717746483236951,0.42876378055511905,False,0.0
SID_02252,802,UDP,7,249.85113116038423,DES,0.4408014978072984,1,Unknown,0,1,5.524859660229978,0.36519955444548924,False,0.14285714285714285
SID_02253,209,ICMP,1,1197.6819606397248,AES,0.476325205791598,1,Chrome,0,0,7.088977865996391,0.38955603103648223,False,1.0
SID_02254,497,UDP,11,432.9375075379106,AES,0.206388336295165,1,Chrome,0,1,6.072900531884451,0.18763105003447,False,0.09090909090909091
SID_02255,249,TCP,4,873.5461064134851,AES,0.2231740232186985,1,Chrome,0,0,6.773705016240349,0.20144913866644956,False,0.25
SID_02256,572,UDP,4,1086.993380429303,DES,0.0650083589878845,1,Firefox,0,0,6.992090343233135,0.06298264794550167,False,0.25
SID_02257,677,TCP,6,279.6160799809689,No encryption,0.6464291745484316,0,Edge,0,1,5.636987471731971,0.4986088061474204,False,0.0
SID_02258,415,TCP,4,1238.6652021440962,AES,0.1937340148069083,1,Edge,1,0,7.122596623872097,0.1770862219854778,False,0.25
SID_02259,64,ICMP,3,88.8447722907201,No encryption,0.3412773008215096,1,Chrome,0,0,4.4980834289071785,0.2936223695153621,True,0.3333333333333333
SID_02260,539,UDP,5,3457.4889948900804,DES,0.3984594270964741,2,Firefox,0,0,8.148587065988469,0.3353712215096576,False,0.4
SID_02261,587,ICMP,5,328.8143793714204,No encryption,0.056577367494613,0,Chrome,0,0,5.798530009452233,0.0550347853924225,False,0.0
SID_02262,580,UDP,7,202.6788981099312,AES,0.5664855123912674,3,Unknown,1,1,5.316544724886427,0.4488345829736417,False,0.42857142857142855
SID_02263,747,UDP,5,119.4072400172362,AES,0.2568818535244025,1,Firefox,0,0,4.790879664100325,0.22863393435887555,False,0.2
SID_02264,285,UDP,5,1337.8260299707144,AES,0.2655937468266501,1,Chrome,0,1,7.199548411910873,0.23554137714250553,False,0.2
SID_02265,636,UDP,6,705.2996332307733,AES,0.4712504962024701,2,Firefox,0,0,6.560039557132246,0.38611271685820253,False,0.3333333333333333
SID_02266,738,TCP,2,2423.7671514686126,No encryption,0.2689291319269453,1,Firefox,1,0,7.793490778748423,0.23817334156758266,False,0.5
SID_02267,144,UDP,5,834.5686856563854,No encryption,0.5938285292300436,2,Safari,0,0,6.728112553700618,0.46613900195309316,False,0.4
SID_02268,563,UDP,5,333.1314476119149,DES,0.523378617637076,1,Chrome,0,0,5.8115344712782555,0.42093064291021604,False,0.2
SID_02269,399,UDP,5,1448.325977194185,AES,0.496732641703866,1,Edge,0,1,7.278853884027119,0.4032844934311148,False,0.2
SID_02270,483,TCP,5,264.1766999159122,AES,0.1791248165526196,1,Unknown,0,1,5.580396395914636,0.16477248240862047,False,0.2
SID_02271,569,TCP,5,274.94005953622656,AES,0.4773410804555717,1,Firefox,0,0,5.620183666537734,0.39024390475380816,False,0.2
SID_02272,402,TCP,3,22.950139056120825,DES,0.0597295623262776,1,Chrome,0,1,3.1759741299411473,0.0580137456919409,False,0.3333333333333333
SID_02273,364,UDP,3,232.30610762022965,AES,0.674691932353934,2,Unknown,0,1,5.452351357939877,0.5156292273787657,False,0.6666666666666666
SID_02274,506,TCP,4,242.4360849899699,No encryption,0.3705584177502971,0,Firefox,0,0,5.494854423426741,0.3152182609893062,False,0.0
SID_02275,282,TCP,1,282.5123952337194,AES,0.1398387641688043,0,Unknown,0,0,5.647255844376816,0.1308868174638945,False,0.0
SID_02276,282,TCP,6,367.8887992207615,AES,0.3724315925490843,1,Chrome,0,0,5.910495241498037,0.31658405166512815,False,0.16666666666666666
SID_02277,635,UDP,1,687.6901364793838,No encryption,0.3533387727442509,0,Chrome,1,0,6.534791440507311,0.30257470420660526,False,0.0
SID_02278,270,UDP,1,195.0761065733711,DES,0.4713304523633546,1,Safari,0,1,5.278502882705761,0.3861670610970199,False,1.0
SID_02279,633,UDP,3,810.1554448788864,DES,0.4739054355794603,2,Edge,0,0,6.6984597063764255,0.38791563674268215,False,0.6666666666666666
SID_02280,592,TCP,4,114.46380677288772,No encryption,0.4365110023366548,2,Chrome,0,0,4.748957119580246,0.36221725853537695,False,0.5
SID_02281,154,TCP,2,2137.88661872256,No encryption,0.3907712508413181,1,Chrome,1,0,7.668040701002682,0.32985844998689984,False,0.5
SID_02282,364,TCP,3,21.1657278896685,No encryption,0.4175838440801814,2,Chrome,0,0,3.098547307254854,0.34895390413343597,False,0.6666666666666666
SID_02283,738,TCP,4,1910.4959890851685,No encryption,0.2960395592112337,2,Safari,1,1,7.555641454826742,0.25931312154697467,False,0.5
SID_02284,303,UDP,5,633.8442604152791,AES,0.225182352705793,1,Chrome,0,1,6.453379709623201,0.2030896922699042,False,0.2
SID_02285,407,TCP,4,990.4245849164232,DES,0.8195502647829579,2,Edge,0,1,6.899142883459781,0.5985893632905629,False,0.5
SID_02286,592,TCP,4,283.4481718508588,DES,0.3855810450688269,2,Firefox,0,0,5.650551064214706,0.32611957878790904,False,0.5
SID_02287,656,TCP,5,152.73354665336066,DES,0.3326986390295606,1,Chrome,0,0,5.035220887323581,0.28720593839011715,False,0.2
SID_02288,449,TCP,6,2354.4315416645154,DES,0.0725307916070403,3,Chrome,0,1,7.764479234531388,0.07002108153102178,False,0.5
SID_02289,380,UDP,4,465.2901083607415,No encryption,0.3577750224606222,3,Chrome,0,1,6.144807990552049,0.3058473471208501,False,0.75
SID_02290,784,TCP,2,523.9306423446145,AES,0.2786585230484709,2,Chrome,0,0,6.263266144044571,0.24581149949688144,False,1.0
SID_02291,847,UDP,5,3396.789354586982,DES,0.2016404003207203,2,Chrome,0,0,8.130880309311822,0.18368762356698395,False,0.4
SID_02292,695,TCP,5,327.6613982393067,DES,0.182789762588842,2,Safari,0,0,5.795028036108199,0.16787585372440472,False,0.4
SID_02293,517,TCP,3,84.45874354721997,AES,0.2558957984460491,2,Firefox,0,0,4.44803372787541,0.22784910158372365,False,0.6666666666666666
SID_02294,338,TCP,3,707.280011808582,AES,0.6617505970846128,0,Firefox,0,1,6.562839512410211,0.507871623250224,False,0.0
SID_02295,333,TCP,3,647.398950457327,DES,0.1614234212282459,0,Edge,0,0,6.4745061711947685,0.14964634012775013,False,0.0
SID_02296,604,UDP,2,1186.6121102131722,No encryption,0.3474689413292516,1,Safari,0,0,7.079699940053151,0.2982279744290737,False,0.5
SID_02297,583,TCP,3,2482.2638020098907,DES,0.4444252540654339,3,Chrome,1,1,7.817329023122863,0.36771149439005507,False,1.0
SID_02298,780,TCP,5,294.1591041373042,AES,0.1307538349444167,0,Firefox,1,0,5.68751454700906,0.12288452087518634,False,0.0
SID_02299,630,TCP,5,1023.5217840463438,DES,0.1435887514135072,1,Chrome,0,0,6.931981230553283,0.13417134529794134,False,0.2
SID_02300,199,TCP,1,456.0403338761728,No encryption,0.1102917808864162,1,Chrome,0,0,6.124771644934435,0.1046228464445556,False,1.0
SID_02301,710,UDP,4,1225.140419362786,AES,0.5596420318705407,0,Firefox,0,1,7.111626644491235,0.4444563281802695,False,0.0
SID_02303,423,TCP,5,555.8891867729174,DES,0.5632833415917257,2,Firefox,0,0,6.32236627358707,0.4467883156189051,False,0.4
SID_02304,550,UDP,6,64.26286964650835,DES,0.3305333811770468,2,Chrome,0,0,4.178423262716161,0.28557990031820757,False,0.3333333333333333
SID_02305,899,TCP,4,658.9228046244956,AES,0.4697347390563857,2,Chrome,0,0,6.492122865489645,0.3850819348861468,False,0.5
SID_02307,621,TCP,5,2576.002562425393,AES,0.2230148374376877,2,Chrome,0,0,7.854382204996222,0.20131898863282316,False,0.4
SID_02308,463,TCP,4,646.5418041574994,AES,0.1123791834959092,1,Chrome,0,0,6.473183353895035,0.10650113005614777,False,0.25
SID_02309,606,UDP,2,602.9542444876629,AES,0.3817716569235977,1,Chrome,1,0,6.4034984409058255,0.3233664851554286,False,0.5
SID_02310,677,TCP,4,2869.946111741061,DES,0.5624591761610764,1,Unknown,1,1,7.962396910088085,0.4462609750301857,False,0.25
SID_02312,859,TCP,5,903.4051628804464,AES,0.8608722089129791,0,Firefox,0,1,6.807277449012517,0.6210453073351279,False,0.0
SID_02313,546,ICMP,5,38.2450030378546,AES,0.0555602044327121,2,Chrome,0,0,3.6698241249862043,0.05407162545998877,False,0.4
SID_02314,599,TCP,4,985.7299822320456,AES,0.1838972887178287,0,Edge,0,0,6.894396427772241,0.1688117833051419,False,0.0
SID_02315,633,TCP,5,88.12906026497605,DES,0.4604264529705178,1,Chrome,0,0,4.490085434667051,0.37872848414564897,False,0.2
SID_02317,667,TCP,10,1675.454651609314,AES,0.3374322893450713,3,Chrome,0,1,7.424436516097741,0.2907515737178149,False,0.3
SID_02318,376,UDP,3,303.21575510902335,DES,0.287337327241312,3,Chrome,0,1,5.717737170426914,0.25257599779946355,False,1.0
SID_02320,279,TCP,7,527.2080189199057,DES,0.0637188796148294,0,Chrome,0,1,6.2694901813454935,0.061771145121288486,False,0.0
SID_02321,587,TCP,3,678.1136872546197,DES,0.3906667019898419,2,Firefox,0,0,6.520788546907977,0.3297832738705899,False,0.6666666666666666
SID_02322,655,TCP,1,423.440011524677,DES,0.2226431706145889,0,Chrome,0,1,6.050770680158054,0.20101504848686952,False,0.0
SID_02323,591,ICMP,7,517.8389796934679,AES,0.1320708378068687,0,Chrome,0,1,6.251593583955752,0.1240485553910021,False,0.0
SID_02324,834,UDP,4,1911.1324627141464,No encryption,0.0454536805500124,0,Firefox,1,0,7.555974370873832,0.044450935270503485,False,0.0
SID_02325,498,TCP,2,2354.426901944574,No encryption,0.4845534284149316,1,Chrome,0,0,7.764477264733315,0.39511400542274694,False,0.5
SID_02326,633,UDP,4,472.2832428724692,No encryption,0.3286236540951624,2,Chrome,0,0,6.159694031410027,0.2841435598652907,False,0.5
SID_02327,281,UDP,5,577.8325623523859,AES,0.1685942826991528,1,Firefox,0,1,6.361013251558413,0.15580155869011383,False,0.2
SID_02328,422,TCP,4,98.796944901458,AES,0.3554670922000746,0,Chrome,0,0,4.603137570639015,0.3041461124210707,False,0.0
SID_02329,639,UDP,4,315.1705799635384,DES,0.1793596137975173,1,Edge,0,1,5.756281877953096,0.16497159099093875,False,0.25
SID_02330,669,TCP,1,575.9826359182165,DES,0.1711262768613613,1,Unknown,0,0,6.357812172326013,0.15796591557476572,False,1.0
SID_02331,441,TCP,3,181.1017692679686,No encryption,0.6658302146667648,2,Safari,0,1,5.204565702600523,0.5103236265865468,False,0.6666666666666666
SID_02332,485,TCP,4,687.4242508104926,AES,0.1422168342539224,1,Chrome,0,0,6.534405291506692,0.13297096558680466,False,0.25
SID_02333,196,TCP,3,924.8657597568294,No encryption,0.1111102946127111,1,Firefox,0,0,6.830729256272128,0.10535978080899629,False,0.3333333333333333
SID_02334,428,TCP,4,839.7663801979343,DES,0.2816068638899637,1,Edge,0,0,6.734313833270834,0.2481146530370008,False,0.25
SID_02336,615,UDP,5,1173.3759982899185,AES,0.2087848778242253,2,Chrome,1,0,7.068492220227969,0.18961562182552807,False,0.4
SID_02337,600,TCP,3,307.96831221094914,No encryption,0.1787323283522342,2,Chrome,0,0,5.733238722160059,0.1644395629992672,False,0.6666666666666666
SID_02338,509,TCP,7,506.8119420212949,AES,0.2153045348739773,3,Chrome,0,1,6.230111186168719,0.19499469137286685,False,0.42857142857142855
SID_02339,501,UDP,3,251.9383544447972,DES,0.225422906920659,2,Edge,0,0,5.533145800717049,0.20328601455779097,False,0.6666666666666666
SID_02340,367,TCP,3,740.322882728059,DES,0.4844108594872303,1,Chrome,0,0,6.60843626956351,0.3950179659194145,False,0.3333333333333333
SID_02341,639,TCP,6,464.8654818600496,AES,0.0829001066977853,0,Chrome,0,0,6.143896926917356,0.07964272618186707,False,0.0
SID_02342,584,ICMP,4,195.813269118678,DES,0.6251421430350033,0,Firefox,0,1,5.2822554067287575,0.48559528459311785,False,0.0
SID_02343,598,UDP,2,294.7493079196605,AES,0.4160705650006051,1,Chrome,1,0,5.68951216277008,0.3478858280698288,False,0.5
SID_02344,394,TCP,3,262.2124460645207,DES,0.3254181036450434,1,Unknown,0,0,5.572961485812327,0.28172795958356756,False,0.3333333333333333
SID_02345,69,TCP,7,1934.5109694074808,AES,0.4093132415870053,3,Chrome,0,1,7.568126637481612,0.343102523032257,False,0.42857142857142855
SID_02347,404,TCP,6,845.9513364559743,DES,0.2138359332256166,3,Edge,0,1,6.741643238994396,0.19378553789114938,False,0.5
SID_02348,327,TCP,7,2183.424467836812,No encryption,0.1243711920720787,2,Safari,0,1,7.689107671385753,0.11722393901060314,False,0.2857142857142857
SID_02349,638,TCP,6,160.92738497296358,AES,0.3345832034441571,1,Edge,0,0,5.087147993834766,0.288619035947477,False,0.16666666666666666
SID_02350,421,TCP,5,2210.3484634145334,DES,0.0936509011756172,1,Chrome,0,0,7.701357772878128,0.08952154994540314,False,0.2
SID_02351,711,UDP,8,620.5923409993196,AES,0.4413799127192701,0,Edge,0,1,6.432284477547862,0.36560092745943235,False,0.0
SID_02352,623,UDP,3,1551.544520949618,No encryption,0.2584167494727498,3,Firefox,0,1,7.347650490336631,0.22985438280745063,False,1.0
SID_02354,226,UDP,3,254.99248494394084,AES,0.3771314467849127,1,Chrome,0,0,5.5451480883609445,0.32000267400318805,False,0.3333333333333333
SID_02355,742,TCP,3,172.70700359810806,AES,0.4576635107935385,1,Chrome,0,0,5.157369992515448,0.37683481874332025,False,0.3333333333333333
SID_02356,552,TCP,3,847.7174027740552,No encryption,0.1337085716172226,2,Firefox,0,0,6.7437262719781454,0.12549418075837707,False,0.6666666666666666
SID_02357,426,ICMP,3,121.36690695002056,DES,0.0857883158825477,1,Edge,1,1,4.807023965466806,0.08230628159372813,False,0.3333333333333333
SID_02358,528,TCP,5,1258.186101304723,AES,0.334956131312233,1,Edge,0,0,7.13822083988361,0.2888984308720219,False,0.2
SID_02359,144,TCP,1,230.6111706157401,AES,0.5299507263898607,1,Firefox,0,0,5.4450599769007235,0.4252355299118055,False,1.0
SID_02360,581,UDP,4,236.00757467261047,DES,0.4256574871295207,1,Edge,0,0,5.468092101268327,0.3546331017877688,False,0.25
SID_02361,294,TCP,2,264.05010960811046,DES,0.2612101850674513,0,Unknown,0,0,5.579918900971215,0.23207172435188778,False,0.0
SID_02362,229,TCP,3,1097.560092231213,AES,0.4229252363437415,2,Firefox,0,0,7.001755594225788,0.3527147782641816,False,0.6666666666666666
SID_02363,195,UDP,4,2063.893961503564,AES,0.108882263567597,0,Edge,0,1,7.632834153715188,0.10335253823066443,False,0.0
SID_02364,722,ICMP,8,1904.523921215016,AES,0.42871185776942,3,Safari,0,1,7.552512274008413,0.35677323954615486,False,0.375
SID_02365,374,TCP,2,85.40405319423292,AES,0.1923799104276762,1,Chrome,0,0,4.459034586679966,0.17595123466548915,False,0.5
SID_02366,806,UDP,4,243.52291167366187,AES,0.2825090389086451,1,Edge,0,0,5.499309012801316,0.24881834591993582,False,0.25
SID_02367,392,TCP,4,892.2372789587611,AES,0.2978353409265031,2,Firefox,0,0,6.794852255502096,0.2606977542461702,False,0.5
SID_02368,158,TCP,6,771.0217425938057,AES,0.2573791555182476,2,Edge,0,0,6.6490127136097925,0.22902951938250007,False,0.3333333333333333
SID_02369,276,UDP,5,344.6621058652348,No encryption,0.4839345927057705,1,Chrome,0,0,5.845461725256152,0.39469706877774596,False,0.2
SID_02371,468,TCP,4,111.83852753384332,No encryption,0.2587284203857312,2,Firefox,0,0,4.725957836898028,0.23010202121806458,False,0.5
SID_02372,390,TCP,5,815.1725035948441,DES,0.2181341266093824,0,Chrome,0,1,6.704625734086236,0.1973202835938536,False,0.0
SID_02373,532,TCP,2,255.1560046798733,DES,0.1026157807496741,0,Firefox,1,0,5.545786652155632,0.09768533937800421,False,0.0
SID_02374,600,TCP,4,599.2233107737867,No encryption,0.1469356389760751,1,Firefox,0,0,6.3973017705956075,0.13709372408470438,False,0.25
SID_02375,723,TCP,7,392.1475288050975,AES,0.1180846987197054,2,Firefox,1,1,5.974184932789123,0.1116171310043889,False,0.2857142857142857
SID_02376,789,TCP,3,3119.091940228621,DES,0.4760889798388824,3,Chrome,0,1,8.045617748391349,0.38939600880493397,False,1.0
SID_02377,428,TCP,2,533.5038059706454,DES,0.122027665093483,2,Chrome,0,0,6.281338851058355,0.11513746374259036,False,1.0
SID_02378,234,TCP,5,2986.8803247392498,No encryption,0.0740948835360091,0,Firefox,1,1,8.002319493489178,0.07147833812109428,False,0.0
SID_02379,417,TCP,3,235.519309694414,AES,0.203570530385952,0,Firefox,1,0,5.466029852355498,0.18529258091596887,False,0.0
SID_02380,552,UDP,4,1168.610669989395,AES,0.354105351806895,2,Chrome,0,0,7.064426211721853,0.30314097929695893,False,0.5
SID_02381,307,TCP,3,1010.0110334450424,No encryption,0.3036120276155943,2,Firefox,0,0,6.918706132358588,0.26513889440049965,False,0.6666666666666666
SID_02382,308,TCP,3,1505.2350733725805,AES,0.0789902759555028,3,Firefox,0,1,7.317368487395726,0.07602567414595642,False,1.0
SID_02383,568,UDP,8,946.3105607514984,No encryption,0.2965599385542949,1,Chrome,1,1,6.853626981084415,0.2597145559763942,False,0.125
SID_02384,490,UDP,4,917.467018916734,No encryption,0.4187632442829248,3,Chrome,0,1,6.822705996462023,0.3497855373813952,False,0.75
SID_02385,506,TCP,4,864.7147760389595,AES,0.0432785484837659,0,Chrome,0,0,6.763555496389523,0.04236820506480326,False,0.0
SID_02386,348,TCP,5,3362.519312230549,AES,0.3736864181027285,1,Edge,0,0,8.120743119155897,0.3174979422088793,False,0.2
SID_02387,453,UDP,2,207.11791194329984,AES,0.5678791364008957,1,Chrome,0,0,5.338104803425875,0.4497238375803143,False,0.5
SID_02388,315,TCP,3,24.46113219140857,AES,0.3947167986477236,1,Chrome,0,0,3.2371530615595576,0.33269138294159795,False,0.3333333333333333
SID_02389,678,UDP,2,906.49060352528,AES,0.107548619671086,2,Chrome,0,0,6.810683211843284,0.10214912235377326,False,1.0
SID_02390,707,TCP,1,151.32011407205397,No encryption,0.2351529217169975,1,Firefox,0,0,5.0259843199401875,0.2111947856671039,False,1.0
